id,expected_answer,source_document,section,expected_behavior
Q171,Meetings should default to NexusMeet and be scheduled within core hours to support hybrid and remote staff.,data/finance/General_Company_Policies.md,4 Meeting Policy,IN_SCOPE
Q172,AI-generated output should not be treated as final work product without human review.,data/finance/General_Company_Policies.md,7 Use of AI Tools,IN_SCOPE
Q173,AI-generated output should not be treated as final work product without human review.,data/finance/General_Company_Policies.md,7 Use of AI Tools,IN_SCOPE
Q174,AI-generated output should not be treated as final work product without human review.,data/finance/General_Company_Policies.md,7 Use of AI Tools,IN_SCOPE
Q175,"Company-wide written communication should reflect the core values of clarity, integrity, ownership, curiosity, and momentum.",data/finance/General_Company_Policies.md,3 Company Communication Guidelines,IN_SCOPE
Q176,"Company-wide written communication should reflect the core values of clarity, integrity, ownership, curiosity, and momentum.",data/finance/General_Company_Policies.md,3 Company Communication Guidelines,IN_SCOPE
Q177,"Company-wide written communication should reflect the core values of clarity, integrity, ownership, curiosity, and momentum.",data/finance/General_Company_Policies.md,3 Company Communication Guidelines,IN_SCOPE
Q178,Travel should favor virtual meetings where practical and reserve travel for high-value client or strategic engagements.,data/finance/General_Company_Policies.md,9 Sustainability,IN_SCOPE
Q179,Travel should favor virtual meetings where practical and reserve travel for high-value client or strategic engagements.,data/finance/General_Company_Policies.md,9 Sustainability,IN_SCOPE
Q180,Travel should favor virtual meetings where practical and reserve travel for high-value client or strategic engagements.,data/finance/General_Company_Policies.md,9 Sustainability,IN_SCOPE
Q181,Affected employees default to full remote work until normal operations resume.,data/finance/General_Company_Policies.md,10 Business Continuity,IN_SCOPE
Q182,Affected employees default to full remote work until normal operations resume.,data/finance/General_Company_Policies.md,10 Business Continuity,IN_SCOPE
Q183,Affected employees default to full remote work until normal operations resume.,data/finance/General_Company_Policies.md,10 Business Continuity,IN_SCOPE
Q184,A new AI tool for department use should go through the IT Security review and approval process before adoption.,data/finance/General_Company_Policies.md,7 Use of AI Tools,IN_SCOPE
Q185,A new AI tool for department use should go through the IT Security review and approval process before adoption.,data/finance/General_Company_Policies.md,7 Use of AI Tools,IN_SCOPE
Q186,A new AI tool for department use should go through the IT Security review and approval process before adoption.,data/finance/General_Company_Policies.md,7 Use of AI Tools,IN_SCOPE
Q187,I cannot recommend a restaurant from the Nexus company policy knowledge base because it is outside internal policy scope.,,,OUT_OF_SCOPE
Q188,I cannot answer market or financial questions that are outside the Nexus company policy knowledge base.,,,OUT_OF_SCOPE
Q189,Performance issues should be addressed through a documented Performance Improvement Plan with clear objectives and a review period.,data/hr/NEXUS_HR_POLICY_MANUAL.md,9.5 Underperformance,IN_SCOPE
Q190,"Remote access should use approved devices, active MFA, and the VPN before accessing internal resources from public or hotel networks.",data/security/Nexus_Technologies_Information_Security_Policy.md,10 Remote Access,IN_SCOPE
Q191,"Tier 3 and Tier 4 data should be shared through secure NexusDocs links or the approved collaboration workflow, not by ad hoc channels.",data/security/Nexus_Technologies_Information_Security_Policy.md,9 Encryption,IN_SCOPE
Q192,Purchases in this range generally require the appropriate approval chain and should be routed through the standard purchase process.,data/finance/nexus-technologies-finance-expense-policy.md,6.2 Expense & Purchase Approval Thresholds,IN_SCOPE
Q193,Partner templates and non-standard terms should be reviewed by Legal & Compliance before signature or external use.,data/legal/NEXUS_LEGAL_COMPLIANCE_MANUAL.md,5.1 Core principles,IN_SCOPE
Q194,Affected employees default to full remote work until normal operations resume.,data/finance/General_Company_Policies.md,10 Business Continuity,IN_SCOPE
Q195,NexusMail should be used for formal or external written communication.,data/finance/General_Company_Policies.md,3 Company Communication Guidelines,IN_SCOPE
Q196,Use the relevant policy source or raise the question through the appropriate internal channel.,,,OUT_OF_SCOPE
Q197,Use the relevant policy source or raise the question through the appropriate internal channel.,,,OUT_OF_SCOPE
Q198,Use the relevant policy source or raise the question through the appropriate internal channel.,,,OUT_OF_SCOPE
Q199,Use the relevant policy source or raise the question through the appropriate internal channel.,,,OUT_OF_SCOPE
Q200,Use the relevant policy source or raise the question through the appropriate internal channel.,,,OUT_OF_SCOPE
