id,department,question,expected_behavior,expected_answer,model_answer,retrieved_document,retrieved_section,correct,retrieval_accuracy,answer_relevance,groundedness,faithfulness,out_of_scope_detection,multi_hop_success,latency_ms,confidence,all_sources,notes
Q050,IT,What should I do if which ai tools can i use for work?,IN_SCOPE,Only tools on the Nexus-Approved AI Tools List may be used for work purposes.,I cannot answer that from the Nexus company policy knowledge base.,Nexus_Technologies_IT_Policy.md,7. AI Tools Usage,correct,1.0,0.3232635674026688,0.8,0.3232635674026688,0.0,0.0,972,0.402,"[{""source"": ""Nexus_Technologies_IT_Policy.md"", ""department"": ""it"", ""section"": ""7. AI Tools Usage"", ""relevance_score"": 0.5099}, {""source"": ""Nexus_Technologies_IT_Policy.md"", ""department"": ""it"", ""section"": null, ""relevance_score"": 0.4038}, {""source"": ""Nexus_Technologies_IT_Policy.md"", ""department"": ""it"", ""section"": null, ""relevance_score"": 0.2929}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""**Data protection:** No confidential client data, unreleased product information, financial data, or personal employee data may be input into any non-approved external AI tool. Approved tools and data-handling boundaries are defined jointly by **Security Policy** and **IT Policy**."", ""relevance_score"": 0.2456}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""Dress code is \""role-appropriate\"": business casual for client-facing roles/meetings, casual otherwise, unless a specific event dictates formal attire."", ""relevance_score"": 0.1806}]",
Q051,IT,What is the approved channel for official external email?,IN_SCOPE,NexusMail is the approved channel for official external business correspondence.,NexusMail,Nexus_Technologies_IT_Policy.md,8. Email Security,correct,1.0,0.6791511831525295,0.8,0.6791511831525295,0.0,0.0,800,0.255,"[{""source"": ""Nexus_Technologies_IT_Policy.md"", ""department"": ""it"", ""section"": ""8. Email Security"", ""relevance_score"": 0.3563}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": null, ""relevance_score"": 0.2182}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""3. Company Communication Guidelines"", ""relevance_score"": 0.1891}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""Confidential, financial, HR, or legal matters must **never** be discussed in open NexusConnect channels; use private channels or NexusMail with appropriate distribution restrictions per **Security Policy** data classification rules."", ""relevance_score"": 0.1847}, {""source"": ""COMPANY_FAQ.md"", ""department"": ""shared"", ""section"": ""General Policy Questions"", ""relevance_score"": 0.1454}]",
Q052,IT,Can you help me with what is the approved channel for official external email?,IN_SCOPE,NexusMail is the approved channel for official external business correspondence.,NexusMail,Nexus_Technologies_IT_Policy.md,8. Email Security,correct,1.0,0.6791511831525295,0.8,0.6791511831525295,0.0,0.0,770,0.24,"[{""source"": ""Nexus_Technologies_IT_Policy.md"", ""department"": ""it"", ""section"": ""8. Email Security"", ""relevance_score"": 0.3209}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": null, ""relevance_score"": 0.2216}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""Confidential, financial, HR, or legal matters must **never** be discussed in open NexusConnect channels; use private channels or NexusMail with appropriate distribution restrictions per **Security Policy** data classification rules."", ""relevance_score"": 0.1776}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""3. Company Communication Guidelines"", ""relevance_score"": 0.1662}, {""source"": ""COMPANY_FAQ.md"", ""department"": ""shared"", ""section"": ""General Policy Questions"", ""relevance_score"": 0.1159}]",
Q053,IT,What should I do if what is the approved channel for official external email?,IN_SCOPE,NexusMail is the approved channel for official external business correspondence.,I cannot answer that from the Nexus company policy knowledge base.,Nexus_Technologies_IT_Policy.md,8. Email Security,correct,1.0,0.5448259143328821,0.8,0.5448259143328821,0.0,0.0,1055,0.181,"[{""source"": ""Nexus_Technologies_IT_Policy.md"", ""department"": ""it"", ""section"": ""8. Email Security"", ""relevance_score"": 0.3093}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": null, ""relevance_score"": 0.1237}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""Confidential, financial, HR, or legal matters must **never** be discussed in open NexusConnect channels; use private channels or NexusMail with appropriate distribution restrictions per **Security Policy** data classification rules."", ""relevance_score"": 0.1112}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""3. Company Communication Guidelines"", ""relevance_score"": 0.0956}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": ""13. FAQ"", ""relevance_score"": 0.0928}]",
Q054,IT,Where should official company data be stored?,IN_SCOPE,"Official company data should be stored in approved environments such as NexusDocs, NexusBoard, or designated Nexus Cloud Infrastructure.","approved cloud environments: **NexusDocs** (documents/wikis), **NexusBoard** (project artifacts), and the designated **Nexus Cloud Infrastructure** (engineering/production data).",Nexus_Technologies_IT_Policy.md,,correct,1.0,0.702687117266099,0.8,0.702687117266099,0.0,0.0,2035,0.285,"[{""source"": ""Nexus_Technologies_IT_Policy.md"", ""department"": ""it"", ""section"": null, ""relevance_score"": 0.3745}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""Related documents"", ""relevance_score"": 0.2536}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""4.2 Handling obligations"", ""relevance_score"": 0.2259}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.2149}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""4.2 Handling obligations"", ""relevance_score"": 0.1982}]",
Q055,IT,Can you help me with where should official company data be stored?,IN_SCOPE,"Official company data should be stored in approved environments such as NexusDocs, NexusBoard, or designated Nexus Cloud Infrastructure.","approved cloud environments: **NexusDocs** (documents/wikis), **NexusBoard** (project artifacts), and the designated **Nexus Cloud Infrastructure** (engineering/production data).",Nexus_Technologies_IT_Policy.md,,correct,1.0,0.702687117266099,0.8,0.702687117266099,0.0,0.0,2197,0.313,"[{""source"": ""Nexus_Technologies_IT_Policy.md"", ""department"": ""it"", ""section"": null, ""relevance_score"": 0.3704}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""Related documents"", ""relevance_score"": 0.3001}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""4.2 Handling obligations"", ""relevance_score"": 0.2697}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": null, ""relevance_score"": 0.2326}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""Nexus Technologies \u2014 Legal & Compliance Manual"", ""relevance_score"": 0.2197}]",
Q056,IT,What should I do if where should official company data be stored?,IN_SCOPE,"Official company data should be stored in approved environments such as NexusDocs, NexusBoard, or designated Nexus Cloud Infrastructure.",I cannot answer that from the Nexus company policy knowledge base.,Nexus_Technologies_IT_Policy.md,,correct,1.0,0.6091755660977637,0.8,0.6091755660977637,0.0,0.0,1031,0.268,"[{""source"": ""Nexus_Technologies_IT_Policy.md"", ""department"": ""it"", ""section"": null, ""relevance_score"": 0.3522}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""Related documents"", ""relevance_score"": 0.2302}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""4.2 Handling obligations"", ""relevance_score"": 0.2208}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""4.2 Handling obligations"", ""relevance_score"": 0.1962}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.195}]",
Q057,IT,I am traveling and need to access internal systems from a hotel network. What should I do before I log in?,IN_SCOPE,"Remote access should use a Nexus-managed and NDM-enrolled device, active MFA, and the VPN before accessing internal systems from public or hotel networks.",I cannot answer that from the Nexus company policy knowledge base.,Nexus_Technologies_IT_Policy.md,5. VPN Usage,incorrect,0.0,0.4050260067948948,0.4,0.4050260067948948,0.0,0.7,1052,0.132,"[{""source"": ""Nexus_Technologies_IT_Policy.md"", ""department"": ""it"", ""section"": ""5. VPN Usage"", ""relevance_score"": 0.1757}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": null, ""relevance_score"": 0.1491}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.0709}, {""source"": ""Nexus_Technologies_IT_Policy.md"", ""department"": ""it"", ""section"": null, ""relevance_score"": 0.0559}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""3.5 International & High-Risk Travel"", ""relevance_score"": 0.0359}]",
Q058,IT,Can you help me with i am traveling and need to access internal systems from a hotel network. what should i do before i log in?,IN_SCOPE,"Remote access should use a Nexus-managed and NDM-enrolled device, active MFA, and the VPN before accessing internal systems from public or hotel networks.",I cannot answer that from the Nexus company policy knowledge base.,Nexus_Technologies_IT_Policy.md,5. VPN Usage,incorrect,0.0,0.4050260067948948,0.4,0.4050260067948948,0.0,0.7,1102,0.13,"[{""source"": ""Nexus_Technologies_IT_Policy.md"", ""department"": ""it"", ""section"": ""5. VPN Usage"", ""relevance_score"": 0.1712}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": null, ""relevance_score"": 0.1454}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.0723}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""3.5 International & High-Risk Travel"", ""relevance_score"": 0.0611}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""3. Business Travel"", ""relevance_score"": 0.0571}]",
Q059,IT,What should I do if i am traveling and need to access internal systems from a hotel network. what should i do before i log in?,IN_SCOPE,"Remote access should use a Nexus-managed and NDM-enrolled device, active MFA, and the VPN before accessing internal systems from public or hotel networks.",I cannot answer that from the Nexus company policy knowledge base.,Nexus_Technologies_IT_Policy.md,5. VPN Usage,incorrect,0.0,0.4050260067948948,0.4,0.4050260067948948,0.0,0.7,988,0.135,"[{""source"": ""Nexus_Technologies_IT_Policy.md"", ""department"": ""it"", ""section"": ""5. VPN Usage"", ""relevance_score"": 0.1723}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": null, ""relevance_score"": 0.1548}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.077}, {""source"": ""Nexus_Technologies_IT_Policy.md"", ""department"": ""it"", ""section"": null, ""relevance_score"": 0.0696}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""3.5 International & High-Risk Travel"", ""relevance_score"": 0.0693}]",
Q060,IT,I found an unfamiliar USB drive in the office. What should I do with it?,IN_SCOPE,Do not plug it into a Nexus device; report it to IT Security instead.,I cannot answer that from the Nexus company policy knowledge base.,Nexus_Technologies_Information_Security_Policy.md,,correct,1.0,0.3954634179520798,0.8,0.3954634179520798,0.0,0.7,1018,0.149,"[{""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.1685}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": ""13. FAQ"", ""relevance_score"": 0.1463}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": ""8. USB Devices"", ""relevance_score"": 0.1308}, {""source"": ""COMPANY_FAQ.md"", ""department"": ""shared"", ""section"": ""Finance Questions"", ""relevance_score"": 0.0926}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.0722}]",
Q061,IT,Can you help me with i found an unfamiliar usb drive in the office. what should i do with it?,IN_SCOPE,Do not plug it into a Nexus device; report it to IT Security instead.,I cannot answer that from the Nexus company policy knowledge base.,Nexus_Technologies_Information_Security_Policy.md,8. USB Devices,correct,1.0,0.3954634179520798,0.8,0.3954634179520798,0.0,0.7,975,0.159,"[{""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": ""8. USB Devices"", ""relevance_score"": 0.1645}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": ""13. FAQ"", ""relevance_score"": 0.1601}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.1526}, {""source"": ""COMPANY_FAQ.md"", ""department"": ""shared"", ""section"": ""Finance Questions"", ""relevance_score"": 0.0749}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.0657}]",
Q062,IT,What should I do if i found an unfamiliar usb drive in the office. what should i do with it?,IN_SCOPE,Do not plug it into a Nexus device; report it to IT Security instead.,I cannot answer that from the Nexus company policy knowledge base.,Nexus_Technologies_Information_Security_Policy.md,,correct,1.0,0.3954634179520798,0.8,0.3954634179520798,0.0,0.7,968,0.148,"[{""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.1805}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": ""13. FAQ"", ""relevance_score"": 0.1566}, {""source"": ""COMPANY_FAQ.md"", ""department"": ""shared"", ""section"": ""Finance Questions"", ""relevance_score"": 0.1073}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": ""8. USB Devices"", ""relevance_score"": 0.0943}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.0739}]",
Q063,IT,Can you debug my Python script for me?,OUT_OF_SCOPE,I cannot help debug code outside the Nexus policy knowledge base because this request is outside internal policy scope.,I cannot answer that from the Nexus company policy knowledge base.,Nexus_Technologies_Information_Security_Policy.md,7. Malware,correct,0.0,0.5626237710803671,0.2,0.5626237710803671,1.0,0.0,843,0.0,"[{""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": ""7. Malware"", ""relevance_score"": -0.1199}, {""source"": ""Nexus_Technologies_IT_Policy.md"", ""department"": ""it"", ""section"": ""7. AI Tools Usage"", ""relevance_score"": -0.1607}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": ""10. Remote Access"", ""relevance_score"": -0.1954}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": ""6. Phishing"", ""relevance_score"": -0.2183}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": null, ""relevance_score"": -0.2197}]",
Q064,Security,"If a document has no explicit label, what classification should I assume?",IN_SCOPE,A new document with no explicit label should default to Tier 3 — Confidential.,Confidential**,Nexus_Technologies_Information_Security_Policy.md,3. Customer Data Handling,correct,1.0,0.42398807952656553,0.8,0.42398807952656553,0.0,0.0,862,0.245,"[{""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": ""3. Customer Data Handling"", ""relevance_score"": 0.4183}, {""source"": ""README .md"", ""department"": ""data"", ""section"": ""Document Status"", ""relevance_score"": 0.1812}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": null, ""relevance_score"": 0.1361}, {""source"": ""GLOSSARY .md"", ""department"": ""shared"", ""section"": ""Nexus Technologies \u2014 Glossary"", ""relevance_score"": 0.0778}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""4.2 Handling obligations"", ""relevance_score"": 0.0441}]",
Q065,Security,"Can you help me with if a document has no explicit label, what classification should i assume?",IN_SCOPE,A new document with no explicit label should default to Tier 3 — Confidential.,Confidential**,Nexus_Technologies_Information_Security_Policy.md,3. Customer Data Handling,correct,1.0,0.42398807952656553,0.8,0.42398807952656553,0.0,0.0,897,0.266,"[{""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": ""3. Customer Data Handling"", ""relevance_score"": 0.3999}, {""source"": ""README .md"", ""department"": ""data"", ""section"": ""Document Status"", ""relevance_score"": 0.2431}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": null, ""relevance_score"": 0.1537}, {""source"": ""GLOSSARY .md"", ""department"": ""shared"", ""section"": ""Nexus Technologies \u2014 Glossary"", ""relevance_score"": 0.1407}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""Nexus Technologies \u2014 Legal & Compliance Manual"", ""relevance_score"": 0.0887}]",
Q066,Security,"What should I do if if a document has no explicit label, what classification should i assume?",IN_SCOPE,A new document with no explicit label should default to Tier 3 — Confidential.,**Tier 3 — Confidential**,Nexus_Technologies_Information_Security_Policy.md,3. Customer Data Handling,correct,1.0,0.6502974865104403,0.8,0.6502974865104403,0.0,0.0,1166,0.235,"[{""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": ""3. Customer Data Handling"", ""relevance_score"": 0.3947}, {""source"": ""README .md"", ""department"": ""data"", ""section"": ""Document Status"", ""relevance_score"": 0.1788}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": null, ""relevance_score"": 0.13}, {""source"": ""GLOSSARY .md"", ""department"": ""shared"", ""section"": ""Nexus Technologies \u2014 Glossary"", ""relevance_score"": 0.0621}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""4.2 Handling obligations"", ""relevance_score"": 0.0424}]",
Q067,Security,What is the minimum classification for customer data?,IN_SCOPE,Customer data is classified as Tier 4 — Restricted at minimum.,**Tier 4 — Restricted**,Nexus_Technologies_Information_Security_Policy.md,3. Customer Data Handling,correct,1.0,0.6178793401286943,0.8,0.6178793401286943,0.0,0.0,1000,0.26,"[{""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": ""3. Customer Data Handling"", ""relevance_score"": 0.3547}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.2747}, {""source"": ""GLOSSARY .md"", ""department"": ""shared"", ""section"": ""Data Classification"", ""relevance_score"": 0.1502}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""4.2 Handling obligations"", ""relevance_score"": 0.1142}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": ""1. Purpose & Scope"", ""relevance_score"": 0.0972}]",
Q068,Security,Can you help me with what is the minimum classification for customer data?,IN_SCOPE,Customer data is classified as Tier 4 — Restricted at minimum.,Tier 4 — Restricted**,Nexus_Technologies_Information_Security_Policy.md,3. Customer Data Handling,correct,1.0,0.6660759123360677,0.8,0.6660759123360677,0.0,0.0,922,0.243,"[{""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": ""3. Customer Data Handling"", ""relevance_score"": 0.3065}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.2632}, {""source"": ""GLOSSARY .md"", ""department"": ""shared"", ""section"": ""Data Classification"", ""relevance_score"": 0.1601}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""4.2 Handling obligations"", ""relevance_score"": 0.1271}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.1111}]",
Q069,Security,What should I do if what is the minimum classification for customer data?,IN_SCOPE,Customer data is classified as Tier 4 — Restricted at minimum.,I cannot answer that from the Nexus company policy knowledge base.,Nexus_Technologies_Information_Security_Policy.md,3. Customer Data Handling,correct,1.0,0.3181211010481651,0.8,0.3181211010481651,0.0,0.0,1162,0.183,"[{""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": ""3. Customer Data Handling"", ""relevance_score"": 0.2777}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.1961}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": null, ""relevance_score"": 0.0754}, {""source"": ""GLOSSARY .md"", ""department"": ""shared"", ""section"": ""Data Classification"", ""relevance_score"": 0.0741}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""4.2 Handling obligations"", ""relevance_score"": 0.05}]",
Q070,Security,Can I discuss confidential information in a public café?,IN_SCOPE,Confidential information must not be discussed in public spaces or on personal social media or messaging apps.,"Confidential information must not be discussed in public spaces (cafés, public transit, conferences) or on personal social media/messaging apps.",Nexus_Technologies_Information_Security_Policy.md,,correct,1.0,0.9250806236001307,0.8,0.9250806236001307,0.0,0.0,1828,0.235,"[{""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.2388}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": ""4. Confidential Information"", ""relevance_score"": 0.2341}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": ""11.3 Confidentiality and remote work"", ""relevance_score"": 0.2328}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""4.2 Handling obligations"", ""relevance_score"": 0.2246}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": null, ""relevance_score"": 0.1675}]",
Q071,Security,Can you help me with can i discuss confidential information in a public café?,IN_SCOPE,Confidential information must not be discussed in public spaces or on personal social media or messaging apps.,"Confidential information must not be discussed in public spaces (cafés, public transit, conferences) or on personal social media/messaging apps.",Nexus_Technologies_Information_Security_Policy.md,4. Confidential Information,correct,1.0,0.9250806236001307,0.8,0.9250806236001307,0.0,0.0,1680,0.24,"[{""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": ""4. Confidential Information"", ""relevance_score"": 0.2707}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""4.2 Handling obligations"", ""relevance_score"": 0.2293}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.2192}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": ""11.3 Confidentiality and remote work"", ""relevance_score"": 0.205}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""4.2 Handling obligations"", ""relevance_score"": 0.1782}]",
Q072,Security,What should I do if can i discuss confidential information in a public café?,IN_SCOPE,Confidential information must not be discussed in public spaces or on personal social media or messaging apps.,"Do not discuss Confidential/Restricted matters in public spaces, and do not post them in unsanctioned tools. Use only the sanctioned tools.",Nexus_Technologies_Information_Security_Policy.md,4. Confidential Information,correct,1.0,0.5929537168261426,0.8,0.5929537168261426,0.0,0.0,1669,0.211,"[{""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": ""4. Confidential Information"", ""relevance_score"": 0.221}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": ""11.3 Confidentiality and remote work"", ""relevance_score"": 0.2066}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""4.2 Handling obligations"", ""relevance_score"": 0.204}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.2018}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": null, ""relevance_score"": 0.1746}]",
Q073,Security,How should access be granted to systems and data?,IN_SCOPE,Access should follow the principle of least privilege and be granted only when needed for the role.,least privilege,NEXUS_LEGAL_COMPLIANCE_MANUAL.md,4.2 Handling obligations,incorrect,0.0,0.5746855485495248,0.4,0.5746855485495248,0.0,0.0,948,0.364,"[{""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""4.2 Handling obligations"", ""relevance_score"": 0.3814}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.3721}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": ""5. Access Control"", ""relevance_score"": 0.3375}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.2017}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""7. Data Privacy"", ""relevance_score"": 0.1906}]",
Q074,Security,Can you help me with how should access be granted to systems and data?,IN_SCOPE,Access should follow the principle of least privilege and be granted only when needed for the role.,least privilege,NEXUS_LEGAL_COMPLIANCE_MANUAL.md,4.2 Handling obligations,incorrect,0.0,0.5746855485495248,0.4,0.5746855485495248,0.0,0.0,839,0.381,"[{""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""4.2 Handling obligations"", ""relevance_score"": 0.4067}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.3854}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": ""5. Access Control"", ""relevance_score"": 0.3502}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.2284}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""7. Data Privacy"", ""relevance_score"": 0.204}]",
Q075,Security,What should I do if how should access be granted to systems and data?,IN_SCOPE,Access should follow the principle of least privilege and be granted only when needed for the role.,I cannot answer that from the Nexus company policy knowledge base.,NEXUS_LEGAL_COMPLIANCE_MANUAL.md,4.2 Handling obligations,incorrect,0.0,0.21839789387969874,0.4,0.21839789387969874,0.0,0.0,1056,0.307,"[{""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""4.2 Handling obligations"", ""relevance_score"": 0.3602}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.2956}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": ""5. Access Control"", ""relevance_score"": 0.2646}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.1801}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""7. Data Privacy"", ""relevance_score"": 0.1391}]",
